CustomerID,CustomerName,Segment,Region,SignupDate,LoyaltyTier
C00930,Daniel Ahmed,Enterprise,East,2019-01-13,None
C00931,Amira Ali,Small Business,South,2020-10-05,Gold
C00932,Sam Brown,Enterprise,East,2023-07-11,None
C00933,Noah Wright,Enterprise,East,2021-09-21,None
C00934,Oliver Ahmed,Enterprise,North,2025-06-20,Bronze
C00935,Robin Evans,Enterprise,East,2023-04-01,Silver
C00936,Grace Wright,Enterprise,East,2024-07-21,Gold
C00937,Fatima Thomas,Small Business,Central,2020-01-20,None
C00938,Grace Ahmed,Consumer,North,2022-09-26,Gold
C00939,Sofia Wilson,Enterprise,South,2025-03-02,Bronze
C00940,Aisha Davies,Consumer,East,2025-01-28,None
C00941,Liam Ahmed,Consumer,South,2019-12-07,None
C00942,Sofia Johnson,Enterprise,West,2022-06-25,Gold
C00943,Priya Ali,Small Business,North,2020-11-03,Gold
C00944,Alex Davies,Small Business,Central,2021-10-28,None
C00945,Noah Thomas,Small Business,Central,2024-03-14,Bronze
C00946,Fatima Walker,Consumer,Central,2025-02-04,Silver
C00947,Robin Johnson,Enterprise,East,2024-03-05,Bronze
C00948,Aisha Thomas,Small Business,West,2025-05-15,Gold
C00949,Noah Patel,Small Business,East,2024-03-25,Silver
C00950,Fatima Singh,Consumer,South,2024-03-27,None
C00951,Fatima Khan,Small Business,West,2025-03-16,Bronze
C00952,Fatima Thomas,Consumer,East,2022-07-26,Bronze
C00953,Sofia Singh,Enterprise,East,2021-03-04,Bronze
C00954,Daniel Ahmed,Enterprise,North,2019-10-14,None
C00955,Sam Wilson,Small Business,North,2021-05-25,None
C00956,Noah Ali,Small Business,Central,2019-05-14,Silver
C00957,Fatima Walker,Small Business,Central,2021-04-06,Bronze
C00958,Amira Patel,Consumer,South,2022-10-15,Bronze
C00959,Sam Davies,Consumer,East,2023-06-28,None
C00960,Daniel Wright,Enterprise,West,2024-02-04,None
C00961,Maya Evans,Consumer,West,2021-07-10,Silver
C00962,Noah Davies,Enterprise,West,2020-03-20,None
C00963,Oliver Davies,Small Business,Central,2022-07-27,Gold
C00964,Liam Johnson,Consumer,Central,2019-10-18,Bronze
C00965,Liam Johnson,Small Business,South,2021-06-28,Gold
C00966,Oliver Walker,Consumer,East,2019-06-11,Bronze
C00967,Oliver Martin,Consumer,East,2020-01-06,Silver
C00968,Liam Taylor,Consumer,North,2025-03-14,Silver
C00969,Liam Ali,Consumer,Central,2021-11-28,None
C00970,Amira Taylor,Consumer,Central,2023-03-20,None
C00971,Aisha Khan,Consumer,South,2022-10-11,Gold
C00972,Emily Taylor,Enterprise,North,2023-12-28,Silver
C00973,Amira Khan,Consumer,West,2023-11-08,None
C00974,Noah Brown,Enterprise,West,2024-09-16,Bronze
C00975,Noah Walker,Small Business,North,2025-09-10,Gold
C00976,Emily Thomas,Consumer,North,2019-07-04,Silver
C00977,Sam Davies,Small Business,North,2020-02-06,Silver
C00978,Sam Brown,Enterprise,East,2024-01-19,None
C00979,Aisha Thomas,Small Business,West,2023-04-10,Silver
C00980,Aisha Thomas,Enterprise,Central,2025-04-22,Silver
C00981,Morgan Wright,Small Business,East,2024-04-09,None
C00982,Emily Ali,Enterprise,East,2022-04-13,Bronze
C00983,Aisha Singh,Enterprise,Central,2020-03-22,Bronze
C00984,Priya Khan,Small Business,South,2022-03-12,Silver
C00985,Robin Walker,Consumer,North,2024-08-13,Silver
C00986,Noah Davies,Enterprise,South,2022-01-02,Silver
C00987,Sofia Wilson,Small Business,Central,2021-07-10,Silver
C00988,Robin Ali,Enterprise,West,2022-06-14,Gold
C00989,Fatima Taylor,Enterprise,East,2020-07-19,Silver
C00990,Liam Ali,Small Business,North,2020-02-16,Gold
C00991,Robin Singh,Enterprise,Central,2025-10-01,None
C00992,Priya Martin,Enterprise,West,2023-07-01,None
C00993,Liam Walker,Consumer,North,2023-10-10,Silver
C00994,Amira Khan,Consumer,East,2019-11-17,Silver
C00995,Oliver Brown,Consumer,Central,2024-07-02,Gold
C00996,Morgan Wilson,Consumer,West,2025-04-26,Gold
C00997,Daniel Thomas,Small Business,South,2021-08-03,Gold
C00998,Fatima Khan,Consumer,North,2025-08-20,Gold
C00999,Amira Brown,Small Business,North,2019-11-27,Gold
C01000,Priya Singh,Small Business,Central,2021-02-22,Bronze
C01001,Oliver Singh,Consumer,West,2020-05-23,Bronze
C01002,Emily Ahmed,Consumer,East,2024-05-04,None
C01003,Morgan Davies,Small Business,Central,2025-02-14,Bronze
C01004,Robin Martin,Enterprise,North,2020-03-01,None
C01005,Amira Patel,Consumer,Central,2025-12-18,None
C01006,Liam Ali,Enterprise,North,2021-02-27,Gold
C01007,Priya Thomas,Consumer,South,2024-01-20,Silver
C01008,Priya Brown,Enterprise,West,2023-09-23,None
C01009,Robin Walker,Small Business,East,2021-05-01,Gold
C01010,Robin Chen,Consumer,West,2019-09-26,Gold
C01011,Oliver Singh,Enterprise,West,2019-09-25,Bronze
C01012,Robin Singh,Enterprise,South,2021-07-02,None
C01013,Maya Ali,Consumer,Central,2023-02-17,Silver
C01014,Fatima Davies,Enterprise,West,2019-07-17,Bronze
C01015,Morgan Evans,Small Business,West,2023-05-16,Silver
C01016,Noah Walker,Enterprise,South,2024-05-14,None
C01017,Grace Evans,Small Business,South,2019-12-10,Gold
C01018,Noah Johnson,Small Business,South,2024-02-10,None
C01019,Oliver Ahmed,Consumer,Central,2025-09-18,Bronze
C01020,Fatima Taylor,Consumer,West,2024-11-16,Bronze
C01021,Amira Johnson,Consumer,Central,2024-12-13,Bronze
C01022,Maya Johnson,Enterprise,West,2025-10-08,Bronze
C01023,Liam Evans,Consumer,East,2021-10-05,Silver
C01024,Noah Walker,Consumer,Central,2020-06-14,Gold
C01025,Alex Johnson,Consumer,West,2023-08-13,None
C01026,Sam Martin,Consumer,North,2020-06-05,Bronze
C01027,Sofia Wilson,Consumer,West,2021-01-15,Silver
C01028,Oliver Johnson,Small Business,West,2019-05-08,Silver
C01029,Morgan Walker,Consumer,East,2025-08-02,Bronze
C01030,Robin Wilson,Consumer,Central,2021-02-20,Gold
C01031,Amira Walker,Consumer,West,2024-12-10,Bronze
C01032,Alex Davies,Small Business,Central,2024-07-18,None
C01033,Grace Davies,Enterprise,Central,2023-01-08,None
C01034,Priya Khan,Consumer,West,2022-06-08,Bronze
C01035,Emily Brown,Small Business,North,2022-08-14,None
C01036,Robin Ali,Small Business,North,2021-01-04,Gold
C01037,Aisha Ahmed,Small Business,Central,2022-05-11,Silver
C01038,Aisha Wilson,Enterprise,South,2023-01-01,Gold
C01039,Amira Chen,Enterprise,West,2021-05-05,Silver
C01040,Amira Wilson,Small Business,East,2021-06-03,Gold
C01041,Priya Wilson,Small Business,West,2025-04-27,Bronze
C01042,Liam Brown,Consumer,East,2020-04-25,None
C01043,Daniel Wright,Small Business,West,2024-10-22,None
C01044,Fatima Wright,Consumer,West,2023-05-14,Bronze
C01045,Alex Johnson,Small Business,East,2024-11-22,Gold
C01046,Emily Evans,Small Business,Central,2023-05-15,Bronze
C01047,Emily Martin,Consumer,North,2023-12-01,None
C01048,Maya Brown,Consumer,East,2022-03-06,None
C01049,Robin Patel,Enterprise,Central,2022-07-25,Silver
C01050,Liam Chen,Small Business,East,2021-05-12,Silver
C01051,Oliver Ahmed,Small Business,East,2023-02-24,None
C01052,Maya Patel,Consumer,Central,2020-02-22,Silver
C01053,Sofia Taylor,Enterprise,Central,2022-12-20,Gold
C01054,Fatima Davies,Enterprise,East,2020-01-21,None
C01055,Priya Ali,Enterprise,South,2019-12-14,Bronze
C01056,Amira Ahmed,Consumer,North,2023-02-17,Gold
C01057,Sofia Patel,Enterprise,North,2023-03-21,Gold
C01058,Sam Patel,Enterprise,North,2025-03-15,Bronze
C01059,Noah Singh,Enterprise,South,2019-05-12,Bronze
C01060,Grace Wright,Small Business,West,2025-03-22,Silver
C01061,Fatima Khan,Enterprise,West,2022-09-27,Bronze
C01062,Emily Johnson,Consumer,East,2023-05-15,Gold
C01063,Alex Singh,Enterprise,East,2025-09-11,Gold
C01064,Liam Walker,Enterprise,North,2022-11-05,Bronze
C01065,Noah Khan,Small Business,South,2019-02-12,Silver
C01066,Priya Ahmed,Enterprise,North,2021-10-07,None
C01067,Robin Chen,Enterprise,East,2019-07-13,Bronze
C01068,Robin Martin,Consumer,South,2023-09-13,Gold
C01069,Robin Taylor,Consumer,South,2020-06-17,Gold
C01070,Fatima Wilson,Small Business,South,2020-10-26,Bronze
C01071,Fatima Johnson,Small Business,North,2021-11-24,None
C01072,Oliver Thomas,Enterprise,North,2019-02-01,Silver
C01073,Daniel Johnson,Consumer,East,2021-02-03,Bronze
C01074,Amira Khan,Enterprise,East,2025-04-19,Gold
C01075,Grace Singh,Enterprise,East,2020-12-05,None
C01076,Emily Walker,Enterprise,North,2021-03-03,None
C01077,Amira Martin,Consumer,Central,2023-11-25,Gold
C01078,Oliver Singh,Enterprise,Central,2025-02-07,Gold
C01079,Grace Walker,Small Business,North,2024-05-06,None
C01080,Sam Davies,Small Business,South,2023-01-16,Gold
C01081,Aisha Patel,Small Business,West,2024-08-05,Gold
C01082,Oliver Taylor,Enterprise,North,2025-12-08,Gold
C01083,Sam Evans,Enterprise,North,2025-02-02,Silver
C01084,Daniel Khan,Consumer,Central,2023-05-06,Bronze
C01085,Aisha Khan,Enterprise,North,2025-10-11,Silver
C01086,Fatima Singh,Enterprise,Central,2023-04-02,Bronze
C01087,Robin Davies,Consumer,West,2025-05-01,Bronze
C01088,Oliver Chen,Enterprise,North,2024-12-12,None
C01089,Sofia Patel,Consumer,Central,2021-12-08,None
C01090,Daniel Ahmed,Small Business,North,2019-06-21,Bronze
C01091,Noah Walker,Consumer,East,2019-10-23,Bronze
C01092,Noah Wright,Enterprise,East,2019-02-14,None
C01093,Amira Wilson,Enterprise,Central,2023-03-24,None
C01094,Fatima Khan,Small Business,Central,2021-08-05,None
C01095,Noah Martin,Enterprise,Central,2019-05-06,None
C01096,Sofia Ahmed,Enterprise,Central,2020-05-12,None
C01097,Morgan Chen,Small Business,Central,2019-11-10,Bronze
C01098,Robin Davies,Enterprise,West,2024-09-01,None
C01099,Priya Singh,Small Business,Central,2025-02-12,Gold
C01100,Noah Johnson,Small Business,North,2023-08-28,Gold
C01101,Robin Johnson,Small Business,North,2021-07-09,Gold
C01102,Alex Wright,Enterprise,Central,2024-08-19,Gold
C01103,Sam Thomas,Consumer,South,2019-11-23,None
C01104,Priya Ali,Enterprise,East,2025-02-21,Silver
C01105,Robin Singh,Enterprise,Central,2020-05-15,None
C01106,Sofia Chen,Small Business,West,2024-11-08,None
C01107,Liam Davies,Enterprise,West,2025-05-02,Gold
C01108,Maya Chen,Small Business,South,2020-05-27,Gold
C01109,Daniel Thomas,Small Business,North,2025-06-02,None
C01110,Daniel Khan,Consumer,East,2023-12-24,Gold
C01111,Maya Evans,Small Business,South,2023-11-05,Silver
C01112,Daniel Johnson,Small Business,North,2021-03-20,Silver
C01113,Sam Walker,Small Business,South,2021-08-07,Bronze
C01114,Aisha Thomas,Enterprise,West,2025-04-28,Silver
C01115,Robin Walker,Consumer,West,2021-12-08,Gold
C01116,Liam Ali,Enterprise,East,2022-01-24,Gold
C01117,Morgan Ali,Small Business,West,2024-09-18,Silver
C01118,Oliver Thomas,Small Business,West,2023-10-07,Silver
C01119,Sam Martin,Enterprise,North,2022-07-25,Bronze
C01120,Oliver Martin,Small Business,West,2025-02-28,Bronze
C01121,Daniel Ahmed,Enterprise,South,2021-02-03,None
C01122,Noah Patel,Enterprise,South,2019-07-23,Gold
C01123,Priya Thomas,Consumer,North,2021-10-21,Silver
C01124,Amira Patel,Small Business,Central,2019-07-14,Silver
C01125,Emily Walker,Enterprise,East,2019-06-22,Silver
C01126,Grace Wright,Enterprise,West,2020-03-21,None
C01127,Amira Singh,Small Business,South,2023-04-24,None
C01128,Fatima Thomas,Consumer,South,2022-04-13,None
C01129,Daniel Walker,Small Business,North,2019-08-02,Silver
C01130,Aisha Brown,Small Business,South,2023-07-20,Gold
C01131,Maya Davies,Small Business,North,2025-11-12,Bronze
C01132,Morgan Patel,Enterprise,East,2024-02-23,Silver
C01133,Liam Brown,Enterprise,Central,2023-01-17,Bronze
C01134,Grace Johnson,Small Business,North,2024-11-09,Silver
C01135,Oliver Ali,Enterprise,North,2020-09-02,Silver
C01136,Sofia Thomas,Small Business,East,2025-08-06,Bronze
C01137,Emily Chen,Enterprise,West,2020-02-08,Bronze
C01138,Sofia Martin,Enterprise,West,2021-06-24,Bronze
C01139,Maya Brown,Enterprise,North,2022-05-16,Bronze
C01140,Robin Chen,Small Business,Central,2024-02-03,Gold
C01141,Noah Davies,Small Business,Central,2020-12-09,Gold
C01142,Morgan Chen,Enterprise,East,2019-05-10,None
C01143,Oliver Wilson,Small Business,East,2025-10-27,Gold
C01144,Sam Khan,Enterprise,South,2022-01-19,None
C01145,Liam Taylor,Enterprise,Central,2024-10-04,None
C01146,Oliver Evans,Small Business,South,2025-08-19,Silver
C01147,Liam Wright,Consumer,North,2023-01-17,Bronze
C01148,Emily Chen,Small Business,West,2022-05-24,Bronze
C01149,Emily Ali,Enterprise,South,2021-03-13,Silver
C01150,Priya Ahmed,Enterprise,North,2019-11-11,None
C01151,Liam Evans,Enterprise,West,2020-09-03,Gold
C01152,Fatima Taylor,Enterprise,Central,2025-01-12,Silver
C01153,Liam Taylor,Enterprise,Central,2020-02-09,None
C01154,Aisha Wright,Consumer,North,2022-09-25,None
C01155,Liam Singh,Enterprise,Central,2020-07-09,None
C01156,Emily Chen,Consumer,West,2022-09-23,Bronze
C01157,Sam Wright,Consumer,Central,2020-10-24,None
C01158,Aisha Khan,Enterprise,West,2024-07-07,Silver
C01159,Liam Wilson,Consumer,West,2021-10-09,Silver
C01160,Oliver Ali,Enterprise,North,2024-01-09,None
C01161,Liam Ahmed,Consumer,South,2024-10-19,Bronze
C01162,Oliver Davies,Enterprise,West,2021-07-11,Bronze
C01163,Daniel Martin,Consumer,North,2021-11-17,Silver
C01164,Grace Chen,Consumer,South,2024-05-28,Bronze
C01165,Grace Ahmed,Enterprise,West,2022-01-15,Bronze
C01166,Noah Ahmed,Consumer,East,2025-10-27,None
C01167,Morgan Brown,Consumer,South,2021-09-21,None
C01168,Liam Chen,Small Business,West,2021-12-16,Bronze
C01169,Grace Ahmed,Small Business,East,2023-10-12,Silver
C01170,Oliver Khan,Consumer,East,2019-04-12,Silver
C01171,Priya Patel,Small Business,West,2022-05-20,Bronze
C01172,Sofia Ahmed,Small Business,Central,2022-10-18,Gold
C01173,Aisha Chen,Consumer,North,2019-08-20,Silver
C01174,Robin Ali,Small Business,East,2019-08-25,Bronze
C01175,Sam Patel,Small Business,East,2025-06-19,None
C01176,Maya Khan,Consumer,West,2022-11-14,None
C01177,Alex Walker,Consumer,Central,2024-06-27,Silver
C01178,Noah Patel,Enterprise,East,2023-04-10,Gold
C01179,Alex Walker,Enterprise,North,2019-08-03,None
C01180,Noah Wright,Consumer,North,2025-09-06,None
C01181,Aisha Singh,Small Business,West,2021-06-28,None
C01182,Amira Patel,Small Business,East,2020-10-16,Gold
C01183,Sam Ahmed,Small Business,West,2024-02-21,None
C01184,Amira Taylor,Consumer,South,2020-12-20,Silver
C01185,Alex Ali,Enterprise,East,2020-02-26,Silver
C01186,Noah Ali,Consumer,West,2025-04-27,Silver
C01187,Emily Thomas,Enterprise,Central,2020-05-15,Bronze
C01188,Grace Khan,Enterprise,Central,2025-12-15,Bronze
C01189,Aisha Evans,Enterprise,South,2023-06-03,Gold
C01190,Sam Evans,Enterprise,Central,2022-09-22,Gold
C01191,Aisha Johnson,Small Business,Central,2023-02-21,None
C01192,Emily Ali,Small Business,South,2025-12-03,None
C01193,Grace Patel,Enterprise,West,2025-07-06,Bronze
C01194,Grace Walker,Consumer,West,2022-01-03,Silver
C01195,Alex Khan,Small Business,East,2025-08-26,Silver
C01196,Fatima Patel,Small Business,South,2020-11-16,Bronze
C01197,Aisha Khan,Small Business,North,2022-01-04,Bronze
C01198,Oliver Thomas,Enterprise,Central,2022-11-19,Bronze
C01199,Aisha Wilson,Consumer,East,2019-03-24,Gold
C01200,Robin Johnson,Enterprise,South,2024-07-24,Bronze
C01201,Fatima Brown,Enterprise,East,2021-10-01,Gold
C01202,Alex Johnson,Enterprise,Central,2023-09-01,Silver
C01203,Daniel Martin,Enterprise,South,2022-08-16,Gold
C01204,Aisha Walker,Consumer,North,2025-09-16,Bronze
C01205,Emily Thomas,Enterprise,South,2019-11-09,None
C01206,Sam Taylor,Enterprise,West,2025-12-13,Bronze
C01207,Priya Walker,Small Business,North,2022-02-10,Gold
C01208,Aisha Taylor,Enterprise,South,2019-11-07,None
C01209,Grace Ali,Small Business,East,2024-12-21,Gold
C01210,Alex Brown,Enterprise,North,2022-09-03,None
C01211,Fatima Ahmed,Consumer,East,2022-01-23,Gold
C01212,Amira Khan,Consumer,East,2023-05-01,Gold
C01213,Sam Singh,Consumer,West,2021-10-06,Bronze
C01214,Sofia Ali,Consumer,Central,2023-12-22,Silver
C01215,Sam Singh,Enterprise,Central,2022-02-24,Gold
C01216,Grace Chen,Small Business,Central,2020-04-27,None
C01217,Noah Taylor,Small Business,North,2021-07-01,Bronze
C01218,Aisha Johnson,Enterprise,West,2025-08-03,Bronze
C01219,Maya Khan,Consumer,West,2019-07-14,Silver
C01220,Robin Thomas,Consumer,Central,2024-08-21,Silver
C01221,Alex Evans,Small Business,Central,2025-10-17,Gold
C01222,Emily Chen,Small Business,North,2025-03-12,None
C01223,Sam Singh,Small Business,East,2021-09-06,None
C01224,Noah Khan,Enterprise,South,2020-03-25,Silver
C01225,Fatima Singh,Small Business,West,2024-04-22,Silver
C01226,Aisha Johnson,Enterprise,Central,2022-05-26,None
C01227,Noah Singh,Small Business,North,2019-04-15,Gold
C01228,Priya Brown,Enterprise,South,2022-09-18,Silver
C01229,Amira Brown,Small Business,North,2021-04-15,Bronze
C01230,Grace Chen,Enterprise,South,2021-03-13,None
C01231,Robin Walker,Enterprise,North,2025-05-14,None
C01232,Aisha Taylor,Enterprise,West,2025-08-03,Bronze
C01233,Priya Patel,Consumer,North,2023-03-04,None
C01234,Fatima Wilson,Consumer,East,2022-01-21,Bronze
C01235,Robin Khan,Consumer,West,2019-06-05,Bronze
C01236,Amira Wright,Enterprise,North,2024-03-01,Bronze
C01237,Aisha Patel,Consumer,West,2023-12-06,Bronze
C01238,Noah Khan,Consumer,West,2021-09-05,Bronze
C01239,Emily Ahmed,Small Business,South,2019-02-02,Bronze
C01240,Morgan Patel,Enterprise,Central,2022-07-28,Silver
C01241,Sam Walker,Enterprise,North,2021-07-16,Gold
C01242,Grace Khan,Enterprise,North,2019-01-28,None
C01243,Noah Martin,Enterprise,Central,2022-08-24,Bronze
C01244,Robin Wilson,Enterprise,North,2025-08-11,None
C01245,Robin Wright,Consumer,North,2025-06-07,Gold
C01246,Fatima Thomas,Consumer,North,2019-08-05,Bronze
C01247,Aisha Wilson,Small Business,North,2020-02-14,Silver
C01248,Priya Singh,Enterprise,South,2024-03-07,Silver
C01249,Sam Walker,Enterprise,South,2025-08-19,Silver
C01250,Sofia Martin,Enterprise,North,2019-12-11,None
C01251,Fatima Ahmed,Enterprise,North,2020-07-08,None
C01252,Liam Chen,Enterprise,North,2025-12-13,Gold
C01253,Morgan Wilson,Enterprise,South,2023-02-12,Gold
C01254,Alex Ali,Small Business,Central,2024-05-06,Silver
C01255,Grace Chen,Enterprise,West,2023-10-19,Silver
C01256,Emily Walker,Consumer,South,2021-04-19,Gold
C01257,Sam Khan,Small Business,West,2025-05-11,Gold
C01258,Emily Khan,Enterprise,East,2019-10-25,Gold
C01259,Fatima Martin,Consumer,North,2022-04-13,Bronze
C01260,Morgan Chen,Small Business,North,2021-05-07,None
C01261,Alex Singh,Small Business,East,2022-02-20,Bronze
C01262,Noah Patel,Enterprise,South,2024-04-12,None
C01263,Robin Chen,Small Business,South,2022-09-19,None
C01264,Aisha Ahmed,Consumer,North,2020-07-11,None
C01265,Noah Johnson,Enterprise,South,2021-07-24,None
C01266,Daniel Chen,Enterprise,South,2021-07-18,Bronze
C01267,Noah Wilson,Small Business,West,2023-02-18,Gold
C01268,Aisha Martin,Small Business,North,2021-06-01,Gold
C01269,Oliver Chen,Small Business,West,2021-02-13,None
C01270,Oliver Walker,Enterprise,East,2025-03-02,Silver
C01271,Sam Singh,Small Business,Central,2019-11-24,Gold
C01272,Aisha Walker,Enterprise,South,2023-01-23,Gold
C01273,Daniel Walker,Consumer,Central,2019-07-14,None
C01274,Liam Khan,Enterprise,South,2025-08-02,Silver
C01275,Emily Patel,Enterprise,East,2021-08-06,Silver
C01276,Emily Taylor,Consumer,South,2023-10-08,Gold
C01277,Sofia Wilson,Consumer,Central,2022-12-04,Gold
C01278,Priya Ahmed,Consumer,Central,2019-02-21,Gold
C01279,Aisha Brown,Small Business,Central,2022-05-22,Bronze
C01280,Aisha Davies,Consumer,South,2020-02-17,Silver
C01281,Oliver Walker,Consumer,Central,2022-10-26,Gold
C01282,Liam Wright,Enterprise,South,2025-09-26,Silver
C01283,Sofia Martin,Consumer,Central,2021-07-26,None
C01284,Oliver Davies,Consumer,West,2022-04-21,Silver
C01285,Sam Patel,Small Business,East,2021-09-17,None
C01286,Sofia Martin,Consumer,South,2022-05-07,Gold
C01287,Liam Thomas,Enterprise,North,2021-09-09,None
C01288,Daniel Patel,Consumer,North,2024-05-15,Bronze
C01289,Priya Chen,Consumer,West,2019-12-03,Silver
C01290,Amira Davies,Consumer,North,2023-09-02,Bronze
C01291,Robin Brown,Small Business,Central,2024-11-22,None
C01292,Morgan Thomas,Small Business,West,2020-03-13,Silver
C01293,Priya Wilson,Enterprise,Central,2022-10-23,Gold
C01294,Liam Ahmed,Consumer,Central,2023-04-17,None
C01295,Noah Khan,Consumer,North,2020-06-15,Silver
C01296,Liam Ahmed,Consumer,Central,2020-07-23,Bronze
C01297,Aisha Singh,Enterprise,Central,2024-01-05,Bronze
C01298,Amira Taylor,Small Business,North,2023-08-21,Bronze
C01299,Robin Martin,Consumer,Central,2019-12-27,None
C01300,Daniel Khan,Consumer,East,2022-12-18,Bronze
C01301,Morgan Khan,Consumer,East,2025-10-02,None
C01302,Robin Evans,Consumer,East,2020-10-06,None
C01303,Sam Davies,Enterprise,East,2021-07-23,Gold
C01304,Amira Wright,Small Business,North,2025-09-22,Silver
C01305,Alex Taylor,Enterprise,East,2022-04-16,Bronze
C01306,Priya Walker,Small Business,South,2024-11-11,Silver
C01307,Aisha Singh,Consumer,North,2024-05-27,Bronze
C01308,Amira Patel,Small Business,Central,2019-03-23,None
C01309,Maya Davies,Small Business,West,2024-06-27,Silver
C01310,Emily Singh,Enterprise,North,2019-10-16,Gold
C01311,Sofia Khan,Enterprise,South,2023-02-20,None
C01312,Liam Wilson,Small Business,North,2020-04-02,Bronze
C01313,Noah Evans,Consumer,Central,2023-03-25,Gold
C01314,Fatima Walker,Consumer,West,2019-03-19,Silver
C01315,Maya Johnson,Consumer,North,2024-11-14,Bronze
C01316,Priya Brown,Enterprise,Central,2022-12-20,None
C01317,Morgan Evans,Enterprise,South,2023-12-06,Gold
C01318,Robin Wilson,Consumer,North,2023-07-14,None
C01319,Emily Patel,Enterprise,South,2025-09-03,Gold
C01320,Maya Taylor,Enterprise,North,2020-10-16,Gold
C01321,Liam Singh,Consumer,South,2024-06-01,None
C01322,Emily Thomas,Consumer,East,2025-04-16,Gold
C01323,Alex Singh,Enterprise,South,2021-05-15,Silver
C01324,Robin Johnson,Enterprise,West,2023-05-10,Silver
C01325,Morgan Davies,Consumer,East,2025-09-24,Silver
C01326,Robin Thomas,Consumer,West,2020-08-03,None
C01327,Priya Taylor,Small Business,East,2023-11-02,None
C01328,Maya Wilson,Enterprise,South,2022-12-11,Gold
C01329,Aisha Walker,Consumer,West,2023-01-07,Gold
C01330,Morgan Patel,Small Business,West,2025-06-06,Silver
C01331,Grace Khan,Enterprise,East,2023-05-08,Gold
C01332,Priya Johnson,Small Business,East,2023-11-27,Gold
C01333,Emily Chen,Small Business,West,2024-03-05,Bronze
C01334,Sam Taylor,Enterprise,Central,2023-09-18,Gold
C01335,Maya Brown,Small Business,Central,2020-06-27,Silver
C01336,Fatima Martin,Small Business,East,2024-12-26,None
C01337,Oliver Khan,Small Business,West,2021-02-24,Silver
C01338,Alex Ali,Consumer,North,2025-01-02,Gold
C01339,Liam Thomas,Enterprise,North,2021-03-06,Bronze
C01340,Sofia Ali,Small Business,North,2025-03-01,Bronze
C01341,Emily Brown,Consumer,South,2021-04-21,Bronze
C01342,Fatima Davies,Small Business,East,2024-11-21,None
C01343,Robin Brown,Enterprise,North,2021-10-11,Bronze
C01344,Morgan Chen,Consumer,North,2021-02-22,Gold
C01345,Morgan Khan,Consumer,Central,2019-04-16,Silver
C01346,Grace Wright,Small Business,East,2025-07-22,None
C01347,Alex Evans,Small Business,South,2021-10-02,Bronze
C01348,Aisha Evans,Consumer,East,2020-03-11,Gold
C01349,Amira Singh,Enterprise,South,2019-02-08,None
C01350,Priya Evans,Consumer,North,2024-04-04,Silver
